X,Y
33.07231140136719,-2.8926241397857666
34.91518783569336,-2.497100830078125
36.780033111572266,-2.2232539653778076
38.65882110595703,-2.0722596645355225
40.575382232666016,-2.0399999618530273
42.119998931884766,1.4600000381469727
42.119998931884766,-2.0399999618530273
44.119998931884766,1.4600000381469727
44.119998931884766,-2.0399999618530273
46.119998931884766,1.4600000381469727
46.119998931884766,-2.0399999618530273
48.119998931884766,1.4600000381469727
48.119998931884766,-2.0399999618530273
50.119998931884766,1.4600000381469727
50.119998931884766,-2.0399999618530273
52.119998931884766,1.4600000381469727
52.119998931884766,-2.0399999618530273
54.119998931884766,1.4600000381469727
54.119998931884766,-2.0399999618530273
56.119998931884766,1.4600000381469727
56.119998931884766,-2.0399999618530273
58.119998931884766,1.4600000381469727
58.119998931884766,-2.0399999618530273
60.119998931884766,1.4600000381469727
60.119998931884766,-2.0399999618530273
62.119998931884766,1.4600000381469727
62.119998931884766,-2.0399999618530273
64.1199951171875,1.4600000381469727
64.1199951171875,-2.0399999618530273
66.1199951171875,1.4600000381469727
66.1199951171875,-2.0399999618530273
68.1199951171875,1.4600000381469727
68.1199951171875,-2.0399999618530273
70.1199951171875,1.4600000381469727
70.1199951171875,-2.0399999618530273
72.1199951171875,1.4600000381469727
72.1199951171875,-2.0399999618530273
74.1199951171875,1.4600000381469727
74.1199951171875,-2.0399999618530273
76.1199951171875,1.4600000381469727
76.1199951171875,-2.0399999618530273
78.1199951171875,1.4600000381469727
78.1199951171875,-2.0399999618530273
80.1199951171875,1.4600000381469727
80.1199951171875,-2.0399999618530273
82.1199951171875,1.4600000381469727
82.1199951171875,-2.0399999618530273
84.1199951171875,1.4600000381469727
84.1199951171875,-2.0399999618530273
86.1199951171875,1.4600000381469727
86.1199951171875,-2.0399999618530273
88.1199951171875,1.4600000381469727
88.1199951171875,-2.0399999618530273
90.1199951171875,1.4600000381469727
90.1199951171875,-2.0399999618530273
92.1199951171875,1.4600000381469727
92.1199951171875,-2.0399999618530273
94.1199951171875,1.4600000381469727
94.1199951171875,-2.0399999618530273
96.1199951171875,1.4600000381469727
96.1199951171875,-2.0399999618530273
98.1199951171875,1.4600000381469727
98.1199951171875,-2.0399999618530273
100.1199951171875,1.4600000381469727
100.1199951171875,-2.0399999618530273
102.1199951171875,1.4600000381469727
102.1199951171875,-2.0399999618530273
104.1199951171875,1.4600000381469727
104.1199951171875,-2.0399999618530273
106.1199951171875,1.4600000381469727
106.1199951171875,-2.0399999618530273
108.1199951171875,1.4600000381469727
108.1199951171875,-2.0399999618530273
110.1199951171875,1.4600000381469727
110.1199951171875,-2.0399999618530273
112.1199951171875,1.4600000381469727
112.1199951171875,-2.0399999618530273
114.1199951171875,1.4600000381469727
114.1199951171875,-2.0399999618530273
116.1199951171875,1.4600000381469727
116.1199951171875,-2.0399999618530273
118.1199951171875,1.4600000381469727
118.1199951171875,-2.0399999618530273
120.1199951171875,1.4600000381469727
120.1199951171875,-2.0399999618530273
122.1199951171875,1.4600000381469727
122.1199951171875,-2.0399999618530273
124.1199951171875,1.4600000381469727
124.1199951171875,-2.0399999618530273
126.1199951171875,1.4600000381469727
126.1199951171875,-2.0399999618530273
128.1199951171875,1.4600000381469727
128.1199951171875,-2.0399999618530273
130.1199951171875,1.4600000381469727
130.1199951171875,-2.0399999618530273
132.1199951171875,1.4600000381469727
132.1199951171875,-2.0399999618530273
134.1199951171875,1.4600000381469727
134.1199951171875,-2.0399999618530273
136.1199951171875,1.4600000381469727
136.1199951171875,-2.0399999618530273
138.1199951171875,1.4600000381469727
138.1199951171875,-2.0399999618530273
33.18903350830078,2.4101405143737793
31.430335998535156,3.009993314743042
-2.3268027305603027,42.39431381225586
-2.32031512260437,40.394325256347656
-2.3717029094696045,38.50802993774414
-2.550147771835327,36.63545227050781
-2.854971408843994,34.77925491333008
-0.3599998354911804,-26.92999839782715
-0.3600001633167267,-23.42999839782715
-14.650468826293945,-22.807518005371094
-12.786263465881348,-19.845298767089844
-16.413942337036133,-21.59697151184082
-14.319690704345703,-18.79267120361328
-18.075382232666016,-20.249794006347656
-15.764392852783203,-17.621232986450195
-19.62421989440918,-18.77454376220703
-17.111183166503906,-16.33843231201172
-21.050621032714844,-17.18060302734375
-18.35150909423828,-14.952422142028809
-22.345516204833984,-15.47810173034668
-19.47748374938965,-13.472012519836426
-23.50067138671875,-13.677857398986816
-20.481948852539062,-11.906612396240234
-27.183982849121094,-0.6681453585624695
-23.684768676757812,-0.5940302610397339
-43.37999725341797,-1.7400000095367432
-43.37999725341797,1.7599999904632568
-45.37999725341797,-1.7400000095367432
-45.37999725341797,1.7599999904632568
-47.37999725341797,-1.7400000095367432
-47.37999725341797,1.7599999904632568
-49.37999725341797,-1.7400000095367432
-49.37999725341797,1.7599999904632568
-51.37999725341797,-1.7400000095367432
-51.37999725341797,1.7599999904632568
-53.37999725341797,-1.7400000095367432
-53.37999725341797,1.7599999904632568
-55.37999725341797,-1.7400000095367432
-55.37999725341797,1.7599999904632568
-57.37999725341797,-1.7400000095367432
-57.37999725341797,1.7599999904632568
-59.37999725341797,-1.7400000095367432
-59.37999725341797,1.7599999904632568
-61.37999725341797,-1.7400000095367432
-61.37999725341797,1.7599999904632568
-63.37999725341797,-1.7400000095367432
-63.37999725341797,1.7599999904632568
-65.37999725341797,-1.7400000095367432
-65.37999725341797,1.7599999904632568
-67.37999725341797,-1.7400000095367432
-67.37999725341797,1.7599999904632568
-69.37999725341797,-1.7400000095367432
-69.37999725341797,1.7599999904632568
-71.37999725341797,-1.7400000095367432
-71.37999725341797,1.7599999904632568
-73.37999725341797,-1.7400000095367432
-73.37999725341797,1.7599999904632568
